HHID,tot_local_seed,tot_improved_seed,tot_manure,tot_compost,tot_fert_dap,tot_fert_urea,tot_fert_nps,tot_fert_lime,tot_fert_blended,total_value_hh,hhi_hh,number_of_crops,cei_hh,bp_hh,season_str,IRRIGATED_HH,merge_irrigation,Qn_9_9,post_action_taken,pre_action_taken,post_number_responded,pre_number_responded,number_of_shocks,merge_shock,experienced_shock,post_action_taken_nomissing,pre_action_taken_nomissing,number_of_soil_types,farm_area,total_owned_area,proportion_owned_area,plot_dist_avg,soil_fertility_num,soil_fertility_avg,soil_slope_avg,soil_erosion_avg,soil_fertility_wgt_avg,soil_slope_wgt_avg,soil_erosion_wgt_avg,merge_soil,Qn_0_1,Qn_1_1,Qn_1_2,Qn_1_3,Qn_1_4,Qn_1_5a,skip_meal_12mo,improved_stove,number_of_parcels,own_pump,ag_ins,other_income,electricity,latitude,longitude,elevation,kebele_for_survey_match,merge_wide,dist_to_ext_service,dist_to_vet,dist_to_grazing,dist_to_output_market,dist_to_input_market,dist_to_weekly_market,dist_to_daily_market,dist_to_all_weather_road,merge_comm,liv_total_value_hh,liv_hhi_hh,number_of_liv_types,sold_livestock_12mo,merge_liv,hh_head_age,hh_head_educ,hh_spouse_educ,highest_educ,merge_i_ii,number_of_farm_equipment,tot_farm_equipment_value,merge_equipment,gifts_transfers,assistance_govt_nongovt,tot_other_income,merge_other_income,elec_use_kwh_lastmonth,merge_elec,number_of_appliances,tot_app_value,merge_appliance,river_dist,lake_dist,dist_to_water_source,merge_water_dist,soil_ph,merge_ph,group,kebele,acc,kebele_for_shp_match,merge_sites,kebele_id,pop_dens_5x5,merge_pop_dens,koppen_zone,merge_koppen
708,4,0,0,0,75,75,0,0,0,18000,.55555558,2,.45914793,1.5,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,.75,.75,1,6.6666665,2,1.3333334,1,1,1.3333334,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,1,0,1,1,11.892081,37.635372,1794.9,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),73000,.625,2,0,matched (3),,,,2,matched (3),15,12700,matched (3),0,0,85000,matched (3),,matched (3),2,4000,matched (3),8882.4658,9591.6016,8882.4658,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,200.55069,matched (3),Trop. Savan. (Aw),matched (3)
709,250,6,0,300,200,200,0,0,0,64000,.5,2,.5,2,Meher,1,matched (3),Meher,,,0,0,3,matched (3),1,0,0,1,1.5,1.5,1,5.5,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,5,1,0,1,1,11.887671,37.635365,1793.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),85200,.28000003,4,0,matched (3),27,,2,2,matched (3),23,52400,matched (3),0,0,200000,matched (3),,matched (3),4,4100,matched (3),9216.498,9796.4424,9216.498,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
709,55,3,0,0,300,300,0,0,0,101200,.20000002,5,.80000001,5,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,1.5,1.5,1,5.5,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,5,1,0,1,1,11.887671,37.635365,1793.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),85200,.28000003,4,0,matched (3),27,,2,2,matched (3),23,52400,matched (3),0,0,200000,matched (3),,matched (3),4,4100,matched (3),9216.498,9796.4424,9216.498,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
710,59,75,20,20,575,600,325,0,0,441290,.16903611,7,.81793797,4.2600002,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,2,2.0999999,2.0999999,1,45,1,1.1428572,1.1428572,1.2857143,1.0595238,1.0595238,1.1785715,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,1,0,4,1,0,1,0,11.891288,37.635616,1810,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),109400,.42000002,4,1,matched (3),,,,3,matched (3),7,2080,matched (3),1,0,5000,matched (3),,matched (3),2,0,matched (3),8961.1387,9651.3008,8961.1387,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,200.55069,matched (3),Trop. Savan. (Aw),matched (3)
710,216,150,0,0,200,200,100,0,0,26700,.5,2,.5,2,Meher,1,matched (3),,,,,,,master only (1),0,0,0,2,2.0999999,2.0999999,1,45,1,1.1428572,1.1428572,1.2857143,1.0595238,1.0595238,1.1785715,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,1,0,4,1,0,1,0,11.891288,37.635616,1810,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),109400,.42000002,4,1,matched (3),,,,3,matched (3),7,2080,matched (3),1,0,5000,matched (3),,matched (3),2,0,matched (3),8961.1387,9651.3008,8961.1387,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,200.55069,matched (3),Trop. Savan. (Aw),matched (3)
710,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,2,2.0999999,2.0999999,1,45,1,1.1428572,1.1428572,1.2857143,1.0595238,1.0595238,1.1785715,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,1,0,4,1,0,1,0,11.891288,37.635616,1810,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),109400,.42000002,4,1,matched (3),,,,3,matched (3),7,2080,matched (3),1,0,5000,matched (3),,matched (3),2,0,matched (3),8961.1387,9651.3008,8961.1387,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,200.55069,matched (3),Trop. Savan. (Aw),matched (3)
711,100,250,250,0,125,125,0,0,0,150000,.59183675,2,.43156028,1.4,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,2.5,2.5,1,8.333333,1,1,1,1,1,1,1,matched (3),Dry,Oromia,10,Munesa,Gerbi Tuwiso,Garbit Tuwiso,0,1,3,,0,0,1,7.6871004,38.968449,2547.8,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),118000,.27777779,4,0,matched (3),12,2,2,4,matched (3),3,2300,matched (3),,,0,matched (3),0,matched (3),2,2000,matched (3),11693.518,15895.953,11693.518,matched (3),6.5,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,199.59155,matched (3),Temp. Dry Winter Warm Summer,matched (3)
712,130,25,0,0,200,200,100,0,0,40000,.5,2,.5,2,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,1.25,1.25,1,41.666668,1,1.3333334,1,1,1.2,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,1,0,1,1,11.890377,37.63538,1799.2,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),66000,.36000001,3,1,matched (3),3,,,,matched (3),17,23600,matched (3),1,0,15000,matched (3),0,matched (3),1,1800,matched (3),9012.3457,9670.9629,9012.3457,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
712,120,120,0,25,200,200,0,0,0,49900,.625,2,.40563905,1.3333334,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1.25,1.25,1,41.666668,1,1.3333334,1,1,1.2,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,1,0,1,1,11.890377,37.63538,1799.2,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),66000,.36000001,3,1,matched (3),3,,,,matched (3),17,23600,matched (3),1,0,15000,matched (3),0,matched (3),1,1800,matched (3),9012.3457,9670.9629,9012.3457,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
712,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,1.25,1.25,1,41.666668,1,1.3333334,1,1,1.2,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,1,0,1,1,11.890377,37.63538,1799.2,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),66000,.36000001,3,1,matched (3),3,,,,matched (3),17,23600,matched (3),1,0,15000,matched (3),0,matched (3),1,1800,matched (3),9012.3457,9670.9629,9012.3457,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
713,25,1,0,0,75,75,0,0,0,13700,.5,2,.5,2,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,.75,.75,1,6.6666665,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,0,0,1,1,11.886198,37.635857,1791.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),38500,.44000003,3,0,matched (3),,,2,2,matched (3),13,4800,matched (3),0,0,60000,matched (3),,matched (3),7,23100,matched (3),9365.5742,9914.3701,9365.5742,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
713,80,5,0,400,65,65,0,0,0,28000,.50203711,2,.49852955,1.88,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,.75,.75,1,6.6666665,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,0,0,1,1,11.886198,37.635857,1791.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),38500,.44000003,3,0,matched (3),,,2,2,matched (3),13,4800,matched (3),0,0,60000,matched (3),,matched (3),7,23100,matched (3),9365.5742,9914.3701,9365.5742,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
714,100,5,0,0,150,150,0,0,0,88500,.5,2,.5,2,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,3,1.25,1.25,1,7.4000001,1,1.4,1,1.6,1.2,1,1.6,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,5,1,0,1,1,11.817819,37.639324,1796.6,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),129000,.27777779,4,0,matched (3),15,2,,4,matched (3),14,33550,matched (3),0,0,50000,matched (3),,master only (1),2,3000,matched (3),14816.144,13123.684,13123.684,matched (3),7,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,316.4252,matched (3),Trop. Savan. (Aw),matched (3)
714,170,0,0,0,200,250,0,0,0,57900,.5,2,.5,2,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,3,1.25,1.25,1,7.4000001,1,1.4,1,1.6,1.2,1,1.6,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,5,1,0,1,1,11.817819,37.639324,1796.6,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),129000,.27777779,4,0,matched (3),15,2,,4,matched (3),14,33550,matched (3),0,0,50000,matched (3),,master only (1),2,3000,matched (3),14816.144,13123.684,13123.684,matched (3),7,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,316.4252,matched (3),Trop. Savan. (Aw),matched (3)
715,280,0,0,0,230,250,0,0,0,68000,.36000001,3,.64015317,2.5,Meher,1,matched (3),Meher,,,0,0,1,matched (3),1,0,0,1,.875,.625,.71428573,17.5,1,1,1,1.25,1,1,1.2857143,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,4,0,0,1,1,11.817944,37.639648,1803.3,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),175000,.99943775,6,0,matched (3),15,,2,2,matched (3),10,64200,matched (3),0,0,40000,matched (3),,matched (3),3,6000,matched (3),14831.241,13152.688,13152.688,matched (3),7,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,316.4252,matched (3),Trop. Savan. (Aw),matched (3)
715,0,6,0,0,50,100,0,0,0,93000,1,1,0,1,Dry,1,matched (3),Dry,,,0,0,2,matched (3),1,0,0,1,.875,.625,.71428573,17.5,1,1,1,1.25,1,1,1.2857143,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,4,0,0,1,1,11.817944,37.639648,1803.3,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),175000,.99943775,6,0,matched (3),15,,2,2,matched (3),10,64200,matched (3),0,0,40000,matched (3),,matched (3),3,6000,matched (3),14831.241,13152.688,13152.688,matched (3),7,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,316.4252,matched (3),Trop. Savan. (Aw),matched (3)
716,0,20,0,0,200,300,0,0,0,300000,1,1,0,1,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,1,1,0,1,1,11.815969,37.638828,1805,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),201000,.24489796,5,1,matched (3),8,,,,matched (3),5,38700,matched (3),0,0,500000,matched (3),,matched (3),8,10900,matched (3),14918.862,13128.968,13128.968,matched (3),6.9000001,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,216.81099,matched (3),Trop. Savan. (Aw),matched (3)
716,200,0,0,0,250,200,0,0,0,192000,1,1,0,1,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,1,1,0,1,1,11.815969,37.638828,1805,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),201000,.24489796,5,1,matched (3),8,,,,matched (3),5,38700,matched (3),0,0,500000,matched (3),,matched (3),8,10900,matched (3),14918.862,13128.968,13128.968,matched (3),6.9000001,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,216.81099,matched (3),Trop. Savan. (Aw),matched (3)
717,100,0,0,0,150,150,0,0,0,28000,1,1,0,1,Meher,1,matched (3),,,,,,,master only (1),0,0,0,1,.75,.75,1,15,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,3,1,0,1,1,11.816525,37.639015,1795,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),35000,1,1,0,matched (3),,,2,4,matched (3),13,40550,matched (3),0,0,80000,matched (3),,matched (3),2,1800,matched (3),14890.869,13130.828,13130.828,matched (3),6.9000001,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,316.4252,matched (3),Trop. Savan. (Aw),matched (3)
717,150,0,0,0,50,100,0,0,0,60000,1,1,0,1,Dry,1,matched (3),Dry,,,0,0,3,matched (3),1,0,0,1,.75,.75,1,15,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Jigna,Jigna,0,0,3,1,0,1,1,11.816525,37.639015,1795,Jigna,matched (3),10,5,40,5,10,6,,5,matched (3),35000,1,1,0,matched (3),,,2,4,matched (3),13,40550,matched (3),0,0,80000,matched (3),,matched (3),2,1800,matched (3),14890.869,13130.828,13130.828,matched (3),6.9000001,matched (3),Control (ACC),Jigna,1,Jigna,matched (3),18,316.4252,matched (3),Trop. Savan. (Aw),matched (3)
718,165,3,0,400,150,150,0,0,0,32000,.33333337,3,.66666669,3,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1,1,1,5.25,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,1,0,1,1,11.885368,37.638042,1795.7,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),57000,.33333337,3,0,matched (3),81,,,,matched (3),11,3900,matched (3),0,0,70000,matched (3),,matched (3),1,0,matched (3),9594.3154,10159.188,9594.3154,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
718,18,0,0,0,50,35,0,0,0,37050,.28000003,4,.72072303,2.5,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,1,1,1,5.25,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,2,1,0,1,1,11.885368,37.638042,1795.7,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),57000,.33333337,3,0,matched (3),81,,,,matched (3),11,3900,matched (3),0,0,70000,matched (3),,matched (3),1,0,matched (3),9594.3154,10159.188,9594.3154,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
719,0,150,162,0,0,0,162,0,0,44400,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,1.25,.5,.40000001,26.666666,1,1.3333334,1,1,1.4,1,1,matched (3),Dry,Oromia,Arsi,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,3,,0,0,1,7.7000408,38.972549,2525.2,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),69500,.3888889,3,0,matched (3),17,2,2,5,matched (3),2,2800,matched (3),,,0,matched (3),0,matched (3),1,0,matched (3),10648.431,16833.471,10648.431,matched (3),6.5999999,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,188.23303,matched (3),Temp. Dry Winter Warm Summer,matched (3)
720,175,200,125,0,125,0,0,0,0,48000,.5,2,.5,2,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,3,2.25,.75,25.714285,2,2,1,1,2,1,1,matched (3),Dry,Oromia,10,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,7,,0,0,1,7.6992497,38.974007,2529.8999,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),253800,.23263888,8,1,matched (3),4,,6,7,matched (3),5,705,matched (3),,,0,matched (3),0,matched (3),3,0,matched (3),10548.935,16936.318,10548.935,matched (3),6.5999999,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,188.17928,matched (3),Temp. Dry Winter Warm Summer,matched (3)
721,4825,0,1460,0,1110,350,0,0,0,117300,.3125,4,.67922926,2.6666667,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,6,4,.66666669,18.272728,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,8,,0,0,1,7.7021947,38.97345,2525,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),141200,.24554183,8,1,matched (3),,,,4,matched (3),6,1350,matched (3),,,0,matched (3),0,matched (3),1,0,matched (3),10464.248,17017.859,10464.248,matched (3),6.5999999,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,188.23303,matched (3),Temp. Dry Winter Warm Summer,matched (3)
722,140,0,85,0,85,0,0,0,0,40000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,.75,.75,1,5,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,2,,0,0,1,7.6982956,38.968559,2511.3999,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),92000,.26530612,5,0,matched (3),69,,3,4,matched (3),5,1470,matched (3),,,0,matched (3),0,matched (3),3,0,matched (3),11106.223,16375.706,11106.223,matched (3),6.6999998,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,195.00514,matched (3),Temp. Dry Winter Warm Summer,matched (3)
723,500,0,225,0,225,0,0,0,0,8400,.55555558,2,.45914793,1.5,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,2.75,2.75,1,9.166667,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,5,,0,0,1,7.6929321,38.965473,2502.5,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),145700,.31555557,5,1,matched (3),25,5,5,5,matched (3),7,768,matched (3),,,0,matched (3),0,matched (3),1,0,matched (3),11654.884,15844.406,11654.884,matched (3),6.8000002,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,195.00514,matched (3),Temp. Dry Winter Warm Summer,matched (3)
724,100,0,100,0,100,0,0,0,0,27000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,.5,.5,1,30,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,1,,0,0,1,7.6908965,38.969139,2539.3999,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),40500,.5,2,0,matched (3),,,,6,matched (3),3,940,matched (3),,,0,matched (3),0,matched (3),3,0,matched (3),11423.269,16112.681,11423.269,matched (3),6.8000002,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,199.59155,matched (3),Temp. Dry Winter Warm Summer,matched (3)
725,300,0,200,0,100,100,0,0,0,225000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,4,4,1,10,1,1,1,1,1,1,1,matched (3),Dry,Oromia,10,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,1,,0,0,1,7.6880269,38.967068,2530.8999,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),105000,.55555558,2,0,matched (3),12,2,,4,matched (3),4,2000,matched (3),,,0,matched (3),0,matched (3),2,0,matched (3),11766.438,15797.231,11766.438,matched (3),6.8000002,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,199.59155,matched (3),Temp. Dry Winter Warm Summer,matched (3)
726,200,0,150,0,75,75,0,0,0,135000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,3,3,1,20,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Munesa,Gerbi Tuwiso,Garbi Tuwiso,0,1,1,,0,0,1,7.7010112,38.974792,2528.2,Gerbi Tuwiso,matched (3),2,,,,,,,,matched (3),111000,.33333334,4,0,matched (3),17,4,3,5,matched (3),4,1351,matched (3),,,0,matched (3),0,matched (3),4,5601,matched (3),10391.579,17090.318,10391.579,matched (3),6.5999999,matched (3),Control (ACC),Gerbi Tuwiso,1,Gerbi Tuwiso,matched (3),10,182.97658,matched (3),Temp. Dry Winter Warm Summer,matched (3)
727,50,3,0,0,75,105,0,0,0,73000,.5,2,.5,2,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,2,.625,.625,1,16.25,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,4,1,0,1,1,11.890798,37.635242,1792.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),166000,.99775416,6,1,matched (3),,,,2,matched (3),6,29100,matched (3),0,0,14000,matched (3),,matched (3),7,19702,matched (3),8969.9375,9638.4678,8969.9375,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
727,110,0,0,0,125,155,0,0,0,76500,.375,3,.63092977,2,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,2,.625,.625,1,16.25,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,4,1,0,1,1,11.890798,37.635242,1792.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),166000,.99775416,6,1,matched (3),,,,2,matched (3),6,29100,matched (3),0,0,14000,matched (3),,matched (3),7,19702,matched (3),8969.9375,9638.4678,8969.9375,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
728,280,0,0,0,200,200,0,0,0,87100,.5,2,.5,2,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1,1,1,36,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,5,1,0,1,1,11.890188,37.635288,1784.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),166500,.22448981,5,0,matched (3),31,,,2,matched (3),8,59700,matched (3),0,0,32000,matched (3),1000,matched (3),2,800,matched (3),9019.7041,9670.9648,9019.7041,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
728,195,0,0,0,200,100,0,0,0,78600,.33333337,3,.66666669,3,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,1,1,1,36,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,5,1,0,1,1,11.890188,37.635288,1784.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),166500,.22448981,5,0,matched (3),31,,,2,matched (3),8,59700,matched (3),0,0,32000,matched (3),1000,matched (3),2,800,matched (3),9019.7041,9670.9648,9019.7041,matched (3),7.0999999,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
729,50,0,0,0,50,75,0,0,0,15900,1,1,0,1,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,2,.5,.5,1,16.25,2,1.5,1,1,1.5,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,1,0,3,1,0,1,1,11.886889,37.634995,1783.8,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),162000,.99866813,5,0,matched (3),,,,2,matched (3),6,30000,matched (3),0,0,12000,matched (3),,matched (3),4,3600,matched (3),9247.7529,9799.8643,9247.7529,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
729,70,0,0,0,75,125,0,0,0,247500,.33333337,3,.66666669,3,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,2,.5,.5,1,16.25,2,1.5,1,1,1.5,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,1,0,3,1,0,1,1,11.886889,37.634995,1783.8,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),162000,.99866813,5,0,matched (3),,,,2,matched (3),6,30000,matched (3),0,0,12000,matched (3),,matched (3),4,3600,matched (3),9247.7529,9799.8643,9247.7529,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
730,275,0,0,0,300,300,0,0,0,76500,.55555558,2,.45914793,1.5,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1.875,1.875,1,16.5,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Fogera,Shina,Shina,0,0,6,1,0,1,1,11.887979,37.635067,1794.6,Shina,matched (3),5,5,15,20,30,30,,5,matched (3),35000,1,1,0,matched (3),65,,5,5,matched (3),7,30000,matched (3),0,0,26000,matched (3),,matched (3),1,1500,matched (3),9170.5225,9753.6523,9170.5225,matched (3),7,matched (3),Control (ACC),Shina,1,Shina,matched (3),23,208.32448,matched (3),Trop. Savan. (Aw),matched (3)
